iter	Logloss
121	0.2087688198
122	0.2079655143
123	0.2075704952
124	0.2073794987
125	0.2069446549
126	0.2067968701
127	0.2065997049
128	0.2061686508
129	0.2052096429
130	0.2044742471
131	0.2042764677
132	0.2039157597
133	0.2036397744
134	0.2035118244
135	0.2031771004
136	0.2015308036
137	0.2009126357
138	0.2006520453
139	0.2004142202
140	0.2001877107
141	0.1999515531
142	0.1997709647
143	0.1991382103
144	0.1987463741
145	0.1981142878
146	0.1979613438
147	0.1977816243
148	0.1975987443
149	0.1974388767
150	0.1965143737
151	0.1963948738
152	0.1962757874
153	0.1961245855
154	0.1959686262
155	0.195507045
156	0.1953135337
157	0.1949913982
158	0.1948499244
159	0.194632066
160	0.1945448327
161	0.1943159996
162	0.1940551096
163	0.1938820713
164	0.1933603269
165	0.1932155391
166	0.192823695
167	0.1926749548
168	0.1924667519
169	0.1921205862
170	0.1919385951
171	0.1912241913
172	0.1906744894
173	0.190323776
174	0.1897829681
175	0.1894614548
176	0.1891706491
177	0.1882071666
178	0.1877961709
179	0.1876970734
180	0.1875931173
181	0.1874072236
182	0.1873321716
183	0.1871574139
184	0.1866599885
185	0.1864509184
186	0.1863264218
187	0.1859940469
188	0.1856856443
189	0.1854699916
190	0.1853467436
191	0.1850288994
192	0.1844871674
193	0.1842785047
194	0.1841823208
195	0.1840491393
196	0.1837635825
197	0.1834944291
198	0.1832734296
199	0.1829557801
200	0.182720697
201	0.1825620401
202	0.1822560056
203	0.1821270757
204	0.1818559169
205	0.181767272
206	0.1814918926
207	0.1812668193
208	0.180554101
209	0.1803064764
210	0.180030969
211	0.1798659164
212	0.1797336369
213	0.1796453513
214	0.1794999752
215	0.1792922783
216	0.1791189867
217	0.1788062413
218	0.1784099855
219	0.1780750192
220	0.1772958944
221	0.1769175877
222	0.1768402354
223	0.1765234763
224	0.1764087936
225	0.1761882837
226	0.1760212321
227	0.175789417
228	0.1756632598
229	0.1752959998
230	0.1750181575
231	0.1746638211
232	0.1742240303
233	0.1737484692
234	0.1735315253
235	0.1733417563
236	0.1732718775
237	0.1729950521
238	0.1729004881
239	0.1724607817
240	0.1723070908
241	0.1722109796
242	0.172096307
243	0.1720102032
244	0.1716826409
245	0.1715335693
246	0.171381785
247	0.1711870047
248	0.1710809945
249	0.1709326582
250	0.1705954137
251	0.170418581
252	0.1701815393
253	0.1700098921
254	0.1699290251
255	0.1698489717
256	0.1697285549
257	0.169407342
258	0.1691803454
259	0.1690716261
260	0.1689651983
261	0.1684251768
262	0.1678661021
263	0.1678111812
264	0.16760127
265	0.1674375584
266	0.1673176266
267	0.167256787
268	0.1670961355
269	0.1669368235
270	0.1668519361
271	0.1667706818
272	0.1666822812
273	0.166589244
274	0.1662569242
275	0.1661792589
276	0.1660841475
277	0.165989627
278	0.1659061112
279	0.1658370567
280	0.1657141466
281	0.1656310888
282	0.1654715195
283	0.1653640783
284	0.1652134075
285	0.1650996079
286	0.1649933549
287	0.1647608223
288	0.164632968
289	0.1645317343
290	0.1644512773
291	0.1643762056
292	0.16431514
293	0.1641623603
294	0.1640692503
295	0.1638003883
296	0.1637082507
297	0.1636301402
298	0.1634526902
299	0.1632869725
300	0.1632052916
301	0.1630806978
302	0.1629935059
303	0.162939195
304	0.1628253704
305	0.1627275515
306	0.1626503342
307	0.1625447308
308	0.1624602927
309	0.1622867704
310	0.1622325411
311	0.162116129
312	0.1619343239
313	0.1618030891
314	0.1617190214
315	0.161652725
316	0.1615684064
317	0.1614615546
318	0.161385833
319	0.1612370705
320	0.1611775701
321	0.1610769496
322	0.1610165862
323	0.1608333574
324	0.1606731394
325	0.1605750044
326	0.1601636329
327	0.1600667702
328	0.1598791104
329	0.1597047789
330	0.1595094412
331	0.1593713891
332	0.1593306214
333	0.1592040872
334	0.1591546811
335	0.1587757783
336	0.1587301388
337	0.1586780465
338	0.1585408422
339	0.1584681453
340	0.158140676
341	0.1580518562
342	0.1579763381
343	0.1579030852
344	0.1578252081
345	0.1577678532
346	0.1577100464
347	0.157583193
348	0.157426614
349	0.1573288103
350	0.1572266701
351	0.1570749143
352	0.1569650868
353	0.156898418
354	0.1568523656
355	0.1567733521
356	0.156671328
357	0.1566066942
358	0.1563725148
359	0.1561118634
360	0.1558073269
361	0.1557294974
362	0.1555176472
363	0.1554219142
364	0.1553514289
365	0.155213973
366	0.1551457231
367	0.1550169298
368	0.1549308505
369	0.1548655854
370	0.1548046902
371	0.1547382769
372	0.1545173579
373	0.154375138
374	0.1543027632
375	0.1542661282
376	0.1541967073
377	0.1541226182
378	0.1540724721
379	0.154014356
380	0.1539761271
381	0.1538489463
382	0.153788324
383	0.1537293148
384	0.1536948985
385	0.153625424
386	0.1535818529
387	0.1535141078
388	0.1534578745
389	0.1533341926
390	0.1532185118
391	0.1531619922
392	0.1531014767
393	0.1530725594
394	0.1529975007
395	0.1529287865
396	0.1528103467
397	0.1526737026
398	0.1526113337
399	0.1525337548
400	0.1524480776
401	0.152373188
402	0.1523277334
403	0.1522439023
404	0.1521907358
405	0.1521306968
406	0.152066209
407	0.1520164087
408	0.1519578077
409	0.1518939953
410	0.1518486414
411	0.1517540843
412	0.1516109473
413	0.1515465768
414	0.1515104878
415	0.151422501
416	0.1512653178
417	0.1512146187
418	0.1511620021
419	0.1510584881
420	0.1509031776
421	0.150831262
422	0.1507993732
423	0.1506943019
424	0.150621793
425	0.1505752555
426	0.1504278844
427	0.150370169
428	0.1503184993
429	0.1502702196
430	0.1501264025
431	0.1500326426
432	0.1499394715
433	0.1498353128
434	0.1497468728
435	0.1497170025
436	0.1495635823
437	0.1494844267
438	0.1494286556
439	0.149379075
440	0.1492845782
441	0.1491958982
442	0.1489538066
443	0.1488485978
444	0.1487948197
445	0.1487099579
446	0.1486191164
447	0.1484807385
448	0.1484502491
449	0.1483821774
450	0.1482676579
451	0.1482245713
452	0.1481857663
453	0.1481328605
454	0.148049867
455	0.1480085718
456	0.1479515241
457	0.1478172146
458	0.1476937965
459	0.1476276855
460	0.147540675
461	0.1474551269
462	0.1473608155
463	0.147293047
464	0.1472377123
465	0.1471661136
466	0.1469972298
467	0.1469342443
468	0.1468716541
469	0.1468011748
470	0.1467391147
471	0.1466887542
472	0.1466350988
473	0.1465921406
474	0.1465130496
475	0.1463852331
476	0.1463155495
477	0.1461765477
478	0.1461031098
479	0.1460476882
480	0.1459715462
481	0.1459308955
482	0.1458799955
483	0.1458278469
484	0.1456426011
485	0.1455543212
486	0.1454051072
487	0.145357322
488	0.1452546495
489	0.1451889159
490	0.1451143948
491	0.1450828017
492	0.1449815954
493	0.144906956
494	0.1448239408
495	0.1447518642
496	0.1446783837
497	0.1445729787
498	0.1444846352
499	0.1443783213
500	0.1442514384
501	0.1441394279
502	0.144034547
503	0.1439550969
504	0.1439016529
505	0.1438477113
506	0.1437629727
507	0.1437096332
508	0.1436612305
509	0.143614087
510	0.1435282875
511	0.14341305
512	0.1433636968
513	0.1432744795
514	0.1432383783
515	0.1431765289
516	0.1430890113
517	0.143041857
518	0.1429727113
519	0.1429139532
520	0.142882724
521	0.1428250849
522	0.1427871595
523	0.1427544192
524	0.1427031385
525	0.1426447445
526	0.1425946471
527	0.1425253792
528	0.1424845251
529	0.1423481205
530	0.1422500782
531	0.1421494776
532	0.1420871995
533	0.1420342248
534	0.1419117964
535	0.1418436622
536	0.1418056116
537	0.1417145469
538	0.1416228802
539	0.1415679877
540	0.1414786158
541	0.1414124826
542	0.14136785
543	0.1412903077
544	0.1412021473
545	0.1411390426
546	0.1410865993
547	0.1410449878
548	0.1409820706
549	0.1409346711
550	0.1408668917
551	0.1408319532
552	0.1407608165
553	0.1407266966
554	0.1407036476
555	0.1405964443
556	0.1405335225
557	0.1404418742
558	0.1403673618
559	0.1402853778
560	0.1402136862
561	0.1401274548
562	0.1400908185
563	0.1400133839
564	0.1399802366
565	0.1399199305
566	0.1398378521
567	0.1397416085
568	0.1396879444
569	0.1396215955
570	0.1395833307
571	0.1395182454
572	0.1394625486
573	0.1394021302
574	0.1393310384
575	0.1392914029
576	0.1392413983
577	0.1391749733
578	0.1389901957
579	0.1389398819
580	0.1388843722
581	0.1388480841
582	0.1388137967
583	0.1387739132
584	0.138708279
585	0.1386487842
586	0.1385865045
587	0.1385134001
588	0.13845251
589	0.13837542
590	0.1383457161
591	0.1382298966
592	0.1381720315
593	0.1381314294
594	0.1380294699
595	0.1379620874
596	0.1378754932
597	0.1378248551
598	0.137748248
599	0.1376761269
600	0.1375953019
601	0.1375591145
602	0.1375001335
603	0.137407467
604	0.1373336902
605	0.1372985005
606	0.1372081686
607	0.137135252
608	0.1370772116
609	0.1370245706
610	0.1369671238
611	0.1369038834
612	0.1368179158
613	0.1367988902
614	0.1367178933
615	0.1366817768
616	0.1366335373
617	0.1365683112
618	0.1365039321
619	0.136453437
620	0.1363116381
621	0.1362358469
622	0.1361747509
623	0.1361142781
624	0.1360349589
625	0.1360169199
626	0.1359609128
627	0.1358998183
628	0.1358360959
629	0.1358086354
630	0.1357734515
631	0.1357092085
632	0.1356622135
633	0.1356236466
634	0.1355823062
635	0.135532039
636	0.1354997516
637	0.1354494254
638	0.1353884458
639	0.1353540083
640	0.1353200392
641	0.1352700728
642	0.1351969059
643	0.1351123553
644	0.1350854759
645	0.1350557161
646	0.135009013
647	0.1349272117
648	0.1348622816
649	0.1348112739
650	0.1347421236
651	0.1346907771
652	0.1346278185
653	0.1345588409
654	0.1344994568
655	0.1344642305
656	0.1343995568
657	0.134356339
658	0.1343147387
659	0.1342401617
660	0.1341903244
661	0.1341195304
662	0.1340251466
663	0.1339639878
664	0.1339383535
665	0.1339138274
666	0.1338596277
667	0.133769829
668	0.13371393
669	0.1336765763
670	0.1336410482
671	0.1335842598
672	0.1335262639
673	0.1334496203
674	0.1333706519
675	0.133309432
676	0.1332694571
677	0.1332235257
678	0.1331654535
679	0.133120651
680	0.1330757899
681	0.1329879822
682	0.1329354893
683	0.1328795034
684	0.1327956363
685	0.1326966973
686	0.1326345984
687	0.1325999621
688	0.132526988
689	0.1324676477
690	0.1324134798
691	0.13236294
692	0.1323087752
693	0.1322282775
694	0.1321459262
695	0.1321296441
696	0.1320860969
697	0.1320174114
698	0.1319631665
699	0.1319391661
700	0.1318703247
701	0.1317527265
702	0.1317025422
703	0.1316626297
704	0.1316270678
705	0.1315638806
706	0.1314862457
707	0.131441341
708	0.1314053566
709	0.1313454549
710	0.131313452
711	0.1312772157
712	0.1312424373
713	0.1312086135
714	0.1311656209
715	0.1311452327
716	0.1310931402
717	0.1310281979
718	0.1309628784
719	0.1308210994
720	0.1307924514
721	0.130730798
722	0.1306659591
723	0.1305899957
724	0.1305371981
725	0.13049544
726	0.1304493907
727	0.1303934772
728	0.130349961
729	0.1303047071
730	0.1302670638
731	0.1302278435
732	0.1301780492
733	0.1301275324
734	0.1301090781
735	0.1300674864
736	0.1299706939
737	0.1298895682
738	0.129859932
739	0.1298048064
740	0.129745691
741	0.1296741478
742	0.1296434227
743	0.1295621165
744	0.1295141171
745	0.129460524
746	0.1294143895
747	0.1293733709
748	0.1293420468
749	0.1292899992
750	0.1292566162
751	0.1291987199
752	0.129126301
753	0.1290950786
754	0.1290533859
755	0.1290089252
756	0.1289595693
757	0.1289079464
758	0.1288523559
759	0.1288165251
760	0.128786846
761	0.1287424964
762	0.1286871217
763	0.1286238361
764	0.1285911675
765	0.1285421735
766	0.128497071
767	0.128439509
768	0.1283700416
769	0.1283231715
770	0.128293926
771	0.1282611915
772	0.1282200783
773	0.1281702714
774	0.1281115149
775	0.1280634565
776	0.1280227548
777	0.1279957401
778	0.1279513566
779	0.1279065959
780	0.1278491286
781	0.1277970762
782	0.1277659762
783	0.1277383109
784	0.1276813561
785	0.1276216069
786	0.1275863077
787	0.1275582522
788	0.1274890159
789	0.1274425379
790	0.1273843447
791	0.1273692964
792	0.1273300766
793	0.1272916058
794	0.1272354839
795	0.1271326287
796	0.1270962505
797	0.1270442194
798	0.1270097072
799	0.126955913
800	0.1268915616
801	0.1268338162
802	0.1267802417
803	0.1267218174
804	0.1266755643
805	0.1266310166
806	0.1266068343
807	0.1265336259
808	0.126462492
809	0.1264233052
810	0.1264027734
811	0.1263277594
812	0.1262967451
813	0.1262579971
814	0.1262200947
815	0.126185916
816	0.1261430351
817	0.12611889
818	0.1260755163
819	0.1260094117
820	0.1259714136
821	0.125952538
822	0.125918619
823	0.1258917689
824	0.1258587028
825	0.125804418
826	0.125755356
827	0.1257206738
828	0.1256656571
829	0.1256341278
830	0.1255690175
831	0.1255221151
832	0.1254715551
833	0.1254470187
834	0.1253878066
835	0.1253252503
836	0.1252807206
837	0.1252277312
838	0.1251991652
839	0.1251359241
840	0.1251045021
841	0.1250658032
842	0.1250119137
843	0.1249878505
844	0.124943322
845	0.1249132643
846	0.1248827029
847	0.1248362189
848	0.12479918
849	0.1247563265
850	0.1247082329
851	0.1246880679
852	0.1246349697
853	0.1246016192
854	0.1245545492
855	0.1245169196
856	0.1244886282
857	0.1244241472
858	0.124397243
859	0.1243263458
860	0.1242615444
861	0.1242116475
862	0.1241758164
863	0.1241428771
864	0.1240702089
865	0.1240189478
866	0.1239916597
867	0.1239103519
868	0.1238558637
869	0.1238083405
870	0.1237815045
871	0.1237479641
872	0.1236890049
873	0.1236442282
874	0.1235885908
875	0.1235479452
876	0.1234934709
877	0.1234493145
878	0.1234185187
879	0.1233925784
880	0.1233600241
881	0.1233362284
882	0.1232941272
883	0.1232641864
884	0.1232050096
885	0.1231542051
886	0.1231139797
887	0.1230691557
888	0.123006687
889	0.1229131351
890	0.1228445973
891	0.122743016
892	0.1227172806
893	0.1226408913
894	0.1225974091
895	0.1225567388
896	0.1225281704
897	0.1224821418
898	0.1224401128
899	0.122402729
900	0.1223623674
901	0.1223377808
902	0.1222593671
903	0.1222350067
904	0.1221863541
905	0.1220732705
906	0.1220241626
907	0.121994374
908	0.1219387299
909	0.1219031469
910	0.1218498931
911	0.1218195369
912	0.1217715663
913	0.1217228366
914	0.1216803057
915	0.1216384671
916	0.1216151821
917	0.1215759543
918	0.1215323166
919	0.1214751472
920	0.1214632224
921	0.1214238789
922	0.1213938595
923	0.1213654207
924	0.121342925
925	0.1213052435
926	0.121276256
927	0.1212220289
928	0.1211848566
929	0.1211627416
930	0.1211251836
931	0.1210815921
932	0.1210359771
933	0.1209993698
934	0.1209445489
935	0.1209081059
936	0.1208798302
937	0.1208485759
938	0.1208061132
939	0.1207686732
940	0.1207468879
941	0.1206975284
942	0.1206484421
943	0.12058496
944	0.1205613938
945	0.1205208756
946	0.1204936447
947	0.1204689397
948	0.1204427348
949	0.1203771688
950	0.1202788238
951	0.1202525331
952	0.1202313145
953	0.1201856877
954	0.1201394087
955	0.1201325418
956	0.120104998
957	0.1200463357
958	0.1199993235
959	0.1199741178
960	0.1199223966
961	0.1198863019
962	0.1198322981
963	0.1197951101
964	0.1197460583
965	0.1197221644
966	0.1196847518
967	0.1196347128
968	0.1196170111
969	0.1196054976
970	0.1195732415
971	0.1195450641
972	0.1195176415
973	0.1194803511
974	0.1194180726
975	0.11938394
976	0.119376502
977	0.1193304486
978	0.1193069595
979	0.1192817987
980	0.1192297
981	0.1191679137
982	0.119110772
983	0.119057634
984	0.1190462465
985	0.1189948928
986	0.1189238624
987	0.1188826614
988	0.1188408122
989	0.1188093954
990	0.1187817146
991	0.1187474937
992	0.1187065944
993	0.1186767909
994	0.1186359284
995	0.1185989096
996	0.118546962
997	0.118527111
998	0.1185052868
999	0.1184847148
